rank,year,duration,age_limit,rating,numberof_ratings,Metascore,description,name
684,2021,1h 45m,15,7.8,(39K),71,"The prequel to Jujutsu Kaisen (2020), where a high schooler gains control of an extremely powerful cursed spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers.", Jujutsu Kaisen 0: The Movie
685,1989,1h 43m,U,7.8,(167K),85,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.", Kiki's Delivery Service
686,2018,1h 41m,PG,7.8,(192K),82,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.", Isle of Dogs
687,2008,1h 54m,15,7.8,(227K),82,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.", Let the Right One In
688,1993,2h 14m,U,7.8,(85K),86,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer., The Remains of the Day
689,1978,2h 7m,X,7.8,(129K),71,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.", Dawn of the Dead
690,1984,2h 21m,15,7.8,(60K),76,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.", The Killing Fields
691,1994,2h 7m,15,7.8,(184K),71,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent., Ed Wood
692,1999,2h 37m,15,7.8,(181K),85,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco., The Insider
693,1990,2h 1m,12,7.8,(160K),74,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.", Awakenings
694,1983,3h 13m,15,7.8,(66K),91,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.", The Right Stuff
695,1972,2h 4m,X,7.8,(60K),80,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them., Cabaret
696,2009,2h 32m,18,7.8,(224K),76,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years., The Girl with the Dragon Tattoo
697,1982,1h 49m,PG,7.8,(120K),73,A passionate yet unsuccessful comedian stalks and kidnaps his idol to take the spotlight for himself., The King of Comedy
698,2014,1h 42m,PG,7.8,(366K),77,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.", How to Train Your Dragon 2
699,2005,2h 7m,12A,7.8,(59K),68,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.", The World's Fastest Indian
700,1968,1h 36m,15,7.8,(140K),89,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States., Night of the Living Dead
701,2013,2h 6m,PG,7.8,(100K),83,"Jiro Horikoshi studies assiduously to fulfill his aim of becoming an aeronautical engineer. As WWII begins, fighter aircraft designed by him end up getting used by the Japanese Empire against its foes.", The Wind Rises
702,2013,2h 11m,15,7.8,(129K),49,"Virgil Oldman, a wealthy art auctioneer, takes the help of a young artificer, Robert, to understand and woo Claire Ibbetson, a young heiress, who hires him to auction off an antique collection.", Deception
703,1939,1h 36m,U,7.8,(54K),93,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process., Stagecoach
704,1963,1h 53m,PG,7.8,(86K),83,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?, Charade
705,1999,1h 48m,PG,7.8,(99K),71,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.", October Sky
706,1967,1h 48m,PG,7.8,(49K),63,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé., Guess Who's Coming to Dinner
707,1948,2h 13m,U,7.8,(35K),96,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.", Red River
708,1973,2h 23m,A,7.8,(45K),80,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.", The Day of the Jackal
709,1944,1h 54m,PG,7.8,(34K),78,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.", Gaslight
710,1979,2h 3m,X,7.8,(36K),72,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.", All That Jazz
711,2002,1h 49m,18,7.8,(50K),83,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.", Lilya 4-Ever
712,1995,1h 51m,U,7.8,(73K),75,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.", Whisper of the Heart
713,2006,2h 21m,15,7.8,(171K),89,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.", Letters from Iwo Jima
714,1931,1h 10m,PG,7.8,(80K),91,Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses., Frankenstein
715,1996,2h 39m,18,7.8,(72K),82,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.", Breaking the Waves
716,1975,2h 9m,PG,7.8,(52K),91,"In 1880s India, two former British soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.", The Man Who Would Be King
717,2007,1h 26m,15,7.8,(122K),90,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.", Once
718,1972,1h 35m,PG,7.8,(63K),,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."," Aguirre, the Wrath of God"
719,2008,2h 5m,18,7.8,(73K),64,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing., The Chaser
720,1932,1h 4m,Rejected,7.8,(51K),80,"A circus' beautiful trapeze artist Cleopatra agrees to marry Hans the leader of side-show performers, but Hans' deformed friends discover that she is only marrying him for his inheritance. So they seek revenge.", Freaks
721,1999,1h 41m,15,7.8,(103K),87,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.", All About My Mother
722,2017,1h 34m,12A,7.8,(64K),62,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.", Loving Vincent
723,1993,1h 34m,15,7.8,(111K),87,A woman struggles to find a way to live her life after the death of her husband and child., Three Colors: Blue
724,1955,1h 58m,PG,7.8,(49K),72,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light.", East of Eden
725,1993,1h 34m,18,7.8,(41K),,A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate., Ninja Scroll
726,1950,1h 52m,PG,7.8,(30K),85,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.", The Asphalt Jungle
727,1986,1h 47m,15,7.8,(77K),90,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.", Hannah and Her Sisters
728,2009,2h 24m,15,7.8,(78K),84,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?", The White Ribbon
729,2013,1h 44m,PG,7.8,(61K),76,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox., The Lunchbox
730,1943,1h 48m,PG,7.8,(71K),94,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.", Shadow of a Doubt
731,1993,1h 16m,PG,7.8,(57K),65,Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin., Batman: Mask of the Phantasm
732,1935,1h 15m,PG,7.8,(53K),95,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.", Bride of Frankenstein
733,1940,1h 32m,PG,7.8,(63K),,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying., His Girl Friday
734,2009,2h 35m,18,7.8,(103K),90,A delinquent Muslim man struggles to get by in prison until he is taken under the wing of a powerful mob boss. But his gradual rise through the mob's ranks brings him in conflict with his mentor., A Prophet
